x-axis,1
second,Volt
-2.574000E-03,
-2.571500E-03,
-2.569000E-03,+3.456873070E+00
-2.566500E-03,+3.354081594E+00
-2.564000E-03,+3.248503686E+00
-2.561500E-03,+3.143666992E+00
-2.559000E-03,+3.035149379E+00
-2.556500E-03,+2.930581523E+00
-2.554000E-03,+2.824011153E+00
-2.551500E-03,+2.715242291E+00
-2.549000E-03,+2.602491009E+00
-2.546500E-03,+2.491194512E+00
-2.544000E-03,+2.381450777E+00
-2.541500E-03,+2.271116568E+00
-2.539000E-03,+2.156528601E+00
-2.536500E-03,+2.043109066E+00
-2.534000E-03,+1.931870333E+00
-2.531500E-03,+1.814649161E+00
-2.529000E-03,+1.698777311E+00
-2.526500E-03,+1.585061206E+00
-2.524000E-03,+1.469176745E+00
-2.521500E-03,+1.349093834E+00
-2.519000E-03,+1.237674317E+00
-2.516500E-03,+1.119475754E+00
-2.514000E-03,+1.000151626E+00
-2.511500E-03,+877.694329E-03
-2.509000E-03,+762.822445E-03
-2.506500E-03,+643.430450E-03
-2.504000E-03,+526.907805E-03
-2.501500E-03,+408.066122E-03
-2.499000E-03,+291.784700E-03
-2.496500E-03,+176.289732E-03
-2.494000E-03,+66.106248E-03
-2.491500E-03,-49.260591E-03
-2.489000E-03,-172.406436E-03
-2.486500E-03,-291.406364E-03
-2.484000E-03,-408.293335E-03
-2.481500E-03,-524.956710E-03
-2.479000E-03,-642.162680E-03
-2.476500E-03,-758.758210E-03
-2.474000E-03,-879.187934E-03
-2.471500E-03,-999.024674E-03
-2.469000E-03,-1.114806085E+00
-2.466500E-03,-1.237032058E+00
-2.464000E-03,-1.355185380E+00
-2.461500E-03,-1.469795949E+00
-2.459000E-03,-1.587404168E+00
-2.456500E-03,-1.704348841E+00
-2.454000E-03,-1.815776030E+00
-2.451500E-03,-1.932137913E+00
-2.449000E-03,-2.047994698E+00
-2.446500E-03,-2.159876646E+00
-2.444000E-03,-2.277459473E+00
-2.441500E-03,-2.394836554E+00
-2.439000E-03,-2.503135358E+00
-2.436500E-03,-2.618617900E+00
-2.434000E-03,-2.730592668E+00
-2.431500E-03,-2.840198362E+00
-2.429000E-03,-2.950783689E+00
-2.426500E-03,-3.058032451E+00
-2.424000E-03,-3.158590099E+00
-2.421500E-03,-3.262889316E+00
-2.419000E-03,-3.370306256E+00
-2.416500E-03,-3.476969659E+00
-2.414000E-03,-3.582238653E+00
-2.411500E-03,-3.686424148E+00
-2.409000E-03,-3.792869070E+00
-2.406500E-03,-3.896138030E+00
-2.404000E-03,-3.998057670E+00
-2.401500E-03,-4.097577814E+00
-2.399000E-03,-4.195371549E+00
-2.396500E-03,-4.293002297E+00
-2.394000E-03,-4.390127776E+00
-2.391500E-03,-4.483158049E+00
-2.389000E-03,-4.571155537E+00
-2.386500E-03,-4.664381639E+00
-2.384000E-03,-4.759017330E+00
-2.381500E-03,-4.843607810E+00
-2.379000E-03,-4.931376535E+00
-2.376500E-03,-5.020529947E+00
-2.374000E-03,-5.109135261E+00
-2.371500E-03,-5.192107618E+00
-2.369000E-03,-5.274356527E+00
-2.366500E-03,-5.353695594E+00
-2.364000E-03,-5.435713256E+00
-2.361500E-03,-5.512866550E+00
-2.359000E-03,-5.590072820E+00
-2.356500E-03,-5.662424230E+00
-2.354000E-03,-5.733328679E+00
-2.351500E-03,-5.804125272E+00
-2.349000E-03,-5.872281027E+00
-2.346500E-03,-5.945311239E+00
-2.344000E-03,-6.009195550E+00
-2.341500E-03,-6.074471941E+00
-2.339000E-03,-6.136328680E+00
-2.336500E-03,-6.198557440E+00
-2.334000E-03,-6.261843773E+00
-2.331500E-03,-6.318220647E+00
-2.329000E-03,-6.371881385E+00
-2.326500E-03,-6.426248303E+00
-2.324000E-03,-6.479062477E+00
-2.321500E-03,-6.530507114E+00
-2.319000E-03,-6.578989398E+00
-2.316500E-03,-6.626688133E+00
-2.314000E-03,-6.673873776E+00
-2.311500E-03,-6.720918849E+00
-2.309000E-03,-6.762730775E+00
-2.306500E-03,-6.805298439E+00
-2.304000E-03,-6.843537078E+00
-2.301500E-03,-6.883529360E+00
-2.299000E-03,-6.922057254E+00
-2.296500E-03,-6.957293378E+00
-2.294000E-03,-6.992177636E+00
-2.291500E-03,-7.026303183E+00
-2.289000E-03,-7.056705306E+00
-2.286500E-03,-7.087547129E+00
-2.284000E-03,-7.114652309E+00
-2.281500E-03,-7.141896120E+00
-2.279000E-03,-7.167933677E+00
-2.276500E-03,-7.189640209E+00
-2.274000E-03,-7.215378383E+00
-2.271500E-03,-7.236076740E+00
-2.269000E-03,-7.257684898E+00
-2.266500E-03,-7.281755134E+00
-2.264000E-03,-7.301456093E+00
-2.261500E-03,-7.319365499E+00
-2.259000E-03,-7.336933602E+00
-2.256500E-03,-7.355189716E+00
-2.254000E-03,-7.372165153E+00
-2.251500E-03,-7.385212503E+00
-2.249000E-03,-7.403380921E+00
-2.246500E-03,-7.416182431E+00
-2.244000E-03,-7.431488613E+00
-2.241500E-03,-7.433038382E+00
-2.239000E-03,-7.416686646E+00
-2.236500E-03,-7.404448129E+00
-2.234000E-03,-7.389270047E+00
-2.231500E-03,-7.373940169E+00
-2.229000E-03,-7.357433153E+00
-2.226500E-03,-7.340136617E+00
-2.224000E-03,-7.321123625E+00
-2.221500E-03,-7.301224526E+00
-2.219000E-03,-7.282492962E+00
-2.216500E-03,-7.262452948E+00
-2.214000E-03,-7.240942674E+00
-2.211500E-03,-7.218679044E+00
-2.209000E-03,-7.191719102E+00
-2.206500E-03,-7.168799472E+00
-2.204000E-03,-7.144075991E+00
-2.201500E-03,-7.116045466E+00
-2.199000E-03,-7.091849624E+00
-2.196500E-03,-7.060038263E+00
-2.194000E-03,-7.031495110E+00
-2.191500E-03,-6.996420019E+00
-2.189000E-03,-6.963231071E+00
-2.186500E-03,-6.925595622E+00
-2.184000E-03,-6.886839334E+00
-2.181500E-03,-6.848592767E+00
-2.179000E-03,-6.806884669E+00
-2.176500E-03,-6.769130651E+00
-2.174000E-03,-6.723648354E+00
-2.171500E-03,-6.680437016E+00
-2.169000E-03,-6.635303563E+00
-2.166500E-03,-6.587030027E+00
-2.164000E-03,-6.537421760E+00
-2.161500E-03,-6.490193707E+00
-2.159000E-03,-6.436537447E+00
-2.156500E-03,-6.379705876E+00
-2.154000E-03,-6.327283854E+00
-2.151500E-03,-6.271409023E+00
-2.149000E-03,-6.209687908E+00
-2.146500E-03,-6.148871479E+00
